Jun 28 2017 15:55:22;20.24;null;null;14.68;null;null;0;14.69
Jun 28 2017 15:55:33;20.24;null;null;14.68;null;null;0;14.69
Jun 28 2017 15:55:43;20.24;null;null;14.68;null;null;0;14.69
Jun 28 2017 15:55:54;20.24;null;null;14.69;null;null;0;14.69
Jun 28 2017 15:56:04;20.24;null;null;14.7;null;null;0;14.69
Jun 28 2017 15:56:15;20.23;null;null;14.7;null;null;0;14.69
Jun 28 2017 15:56:26;20.23;null;null;14.7;null;null;0;14.69
Jun 28 2017 15:56:37;20.23;null;null;14.7;null;null;0;14.69
Jun 28 2017 15:56:47;20.23;null;null;14.69;null;null;0;14.69
Jun 28 2017 15:56:58;20.23;null;null;14.68;null;null;0;14.69
Jun 28 2017 15:57:08;20.23;null;null;14.69;null;null;0;14.69
Jun 28 2017 15:57:19;20.23;null;null;14.7;null;null;0;14.69
Jun 28 2017 15:57:29;20.23;null;null;14.71;null;null;0;14.69
Jun 28 2017 15:57:40;20.23;null;null;14.71;null;null;0;14.69
Jun 28 2017 15:57:51;20.22;null;null;14.72;null;null;0;14.69
Jun 28 2017 15:58:01;20.22;null;null;14.75;null;null;0;14.69
Jun 28 2017 15:58:12;20.22;null;null;14.76;null;null;0;14.69
Jun 28 2017 15:58:22;20.22;null;null;14.77;null;null;0;14.69
Jun 28 2017 15:58:33;20.22;null;null;14.78;null;null;0;14.69
Jun 28 2017 15:58:44;20.21;null;null;14.77;null;null;0;14.69
Jun 28 2017 15:58:54;20.21;null;null;14.78;null;null;0;14.69
Jun 28 2017 15:59:05;20.21;null;null;14.79;null;null;0;14.69
Jun 28 2017 15:59:15;20.21;null;null;14.8;null;null;0;14.69
Jun 28 2017 15:59:26;20.21;null;null;14.83;null;null;0;14.69
Jun 28 2017 15:59:37;20.21;null;null;14.84;null;null;0;14.69
Jun 28 2017 15:59:47;20.21;null;null;14.87;null;null;0;14.69
Jun 28 2017 15:59:58;20.21;null;null;14.88;null;null;0;14.69
Jun 28 2017 16:00:08;20.21;null;null;14.89;null;null;0;14.69
Jun 28 2017 16:00:19;20.2;null;null;14.89;null;null;0;14.69
Jun 28 2017 16:00:30;20.2;null;null;14.89;null;null;0;14.69
Jun 28 2017 16:00:40;20.2;null;null;14.91;null;null;0;14.69
Jun 28 2017 16:00:51;20.2;null;null;14.92;null;null;0;14.69
Jun 28 2017 16:01:02;20.2;null;null;14.93;null;null;0;14.69
Jun 28 2017 16:01:12;20.19;null;null;14.95;null;null;0;14.69
Jun 28 2017 16:01:23;20.19;null;null;14.97;null;null;0;14.69
Jun 28 2017 16:01:33;20.19;null;null;14.99;null;null;0;14.69
Jun 28 2017 16:01:44;20.19;null;null;15.0;null;null;0;14.69
