Jul 03 2017 15:35:51;21.44;null;null;24.21;null;null;0;24.94
Jul 03 2017 15:36:01;21.44;null;null;24.2;null;null;0;24.94
Jul 03 2017 15:36:12;21.44;null;null;24.19;null;null;0;24.94
Jul 03 2017 15:36:23;21.44;null;null;24.19;null;null;0;24.94
Jul 03 2017 15:36:33;21.44;null;null;24.18;null;null;0;24.94
Jul 03 2017 15:36:44;21.44;null;null;24.17;null;null;0;24.94
Jul 03 2017 15:36:55;21.44;null;null;24.14;null;null;0;25.0
Jul 03 2017 15:37:05;21.44;null;null;24.13;null;null;0;24.94
Jul 03 2017 15:37:16;21.44;null;null;24.13;null;null;0;24.94
Jul 03 2017 15:37:26;21.44;null;null;24.13;null;null;0;24.94
Jul 03 2017 15:37:37;21.44;null;null;24.12;null;null;0;24.94
Jul 03 2017 15:37:47;21.44;null;null;24.11;null;null;0;24.94
Jul 03 2017 15:37:58;21.44;null;null;24.09;null;null;0;24.94
Jul 03 2017 15:38:08;21.44;null;null;24.07;null;null;0;24.94
Jul 03 2017 15:38:19;21.44;null;null;24.07;null;null;0;25.0
Jul 03 2017 15:38:30;21.44;null;null;24.06;null;null;0;25.0
Jul 03 2017 15:38:41;21.44;null;null;24.06;null;null;0;25.0
Jul 03 2017 15:38:51;21.44;null;null;24.06;null;null;0;25.0
Jul 03 2017 15:39:02;21.44;null;null;24.04;null;null;0;24.94
Jul 03 2017 15:39:12;21.44;null;null;24.01;null;null;0;25.0
Jul 03 2017 15:39:23;21.44;null;null;24.0;null;null;0;24.94
Jul 03 2017 15:39:33;21.44;null;null;24.0;null;null;0;24.94
Jul 03 2017 15:39:44;21.44;null;null;24.0;null;null;0;24.94
Jul 03 2017 15:39:54;21.44;null;null;24.0;null;null;0;25.0
Jul 03 2017 15:40:05;21.44;null;null;23.99;null;null;0;24.94
Jul 03 2017 15:40:16;21.44;null;null;23.97;null;null;0;25.0
Jul 03 2017 15:40:26;21.44;null;null;23.95;null;null;0;25.0
Jul 03 2017 15:40:37;21.44;null;null;23.94;null;null;0;25.0
Jul 03 2017 15:40:47;21.44;null;null;23.94;null;null;0;25.0
Jul 03 2017 15:40:58;21.44;null;null;23.94;null;null;0;25.0
Jul 03 2017 15:41:09;21.44;null;null;23.93;null;null;0;25.0
Jul 03 2017 15:41:19;21.44;null;null;23.92;null;null;0;25.0
Jul 03 2017 15:41:30;21.44;null;null;23.9;null;null;0;25.0
Jul 03 2017 15:41:41;21.44;null;null;23.88;null;null;0;25.0
